Word,ExpectedRate
dumbfounded,2.388340211
dumbly,1.697155506
dumbstruck,2.583542611
dumfounded,2
dummy,2.918209068
dumpy,2.120226767
duplicitous,2.973043885
durable,3.772721158
dust-covered,5
dusty,2.361042565
dutch,4.557470083
dutiful,4.653531998
dutifully,2.542574818
duty-bound,2.554986914
duty-free,5
dynamic,3.649671528
dynamical,4
dynamically,3.715093417
dysfunctional,3.167683275
dyslectic,5
dyslexic,5
dystopian,4
e.g.,3.371104373
each week,3.530638515
each year,3.138603042
eager,3.493458568
eagerly,3.13334353
earlier,3.286135302
earlier,2.962671746
earliest,3.6875429
early on,3.021355479
early,3.272831516
early,3.127400143
earnest,4.083792287
earnestly,2.787759993
earthbound,5
earthly,3.152478077
earthshaking,3.679274827
earthy,3.601969659
easily,3.514913398
east african,5
east german,1.697155506
east indian,4.135837017
east,3.670808769
east,4.071404696
eastern orthodox,5
eastern,2.91498128
eastward,3
easy,3.970763697
easy,4.000899443
easygoing,3.640087391
ebullient,5
eccentric,3.182311624
eccentrically,5
ecclesiastic,5
ecclesiastical,3.541234481
eclectic,3.7958734
ecological,2.721855773
ecologically,2.358457873
econometric,1.824104789
economic,3.06028974
economical,3.093416681
economically,3.36895375
ecstatic,3.846040084
ecstatically,3.164366113
ecuadorian,5
ecumenical,4.239183994
edgy,3.109729531
edible,3.266021474
edifying,5
editorial,5
educational,4.049986532
educationally,4
eerie,2.688122327
eerily,3.012055137
effective,3.499299866
effectively,3.469172757
effeminate,1.9619083
effete,5
efficacious,5
efficient,3.947613521
efficiently,3.543659531
effluent,4.386034674
effortless,4.276773146
effortlessly,4.160140365
effusive,2.836733239
effusively,3.395057717
egalitarian,1.33792172
egocentric,2.868987268
egoistic,3.579339763
egoistical,5
egotistic,5
egotistical,2.114535474
egregious,2.40529817
egyptian,3.439436409
eidetic,3
eighteen,3.828701129
eighteenth,4.715507074
eighth,2.53104873
eighty-eight,5
eighty-four,5
eighty-one,3
eighty,3.668377148
either,2.741506114
elaborate,3.273135803
elaborately,4.758674585
elapsed,3
elastic,2.550868323
elder,3.402893961
elderly,2.951456372
eldest,2.647499363
elected,4.557034656
elective,3.541288115
electoral,2.958559682
electric,2.955655514
electrical,2.299540848
electrically,3.679274827
electrifying,4
electromagnetic,3
electronic,3.066083739
electronically,3.521215904
electrostatic,4
elegant,4.069137682
elegantly,4.168189718
elegiac,5
elemental,4.157469424
elementary,3.046248549
elevated,3.806109895
eleven,3.438525424
eligible,3.113756197
elite,3.523527801
elliptic,5
elliptical,3.976302336
elongated,5
eloquent,3.638718659
eloquently,3.813277262
elsewhere,2.60258199
elusive,4.317390415
embarrassed,2.88091832
embarrassing,2.481595604
embarrassingly,2.05467249
embattled,3.395057717
emblematic,3.541234481
emblematical,4
embryonic,4.034332942
emergent,4
eminent,3.036894708
eminently,3.834752918
emotional,3.175817904
emotionally,3.14707637
emotionless,3.449876208
emotive,3.18747162
empathetic,3.937118303
empathetically,4.386034674
empathic,3.008848699
emphatic,3.340274023
emphatically,2.823452692
empiric,3
empirical,3.007884809
empirically,2.726169388
employable,2.583542611
empty-headed,3
empty,2.477484074
en bloc,3.902727187
en clair,4
en garde,3.382241211
en masse,2.765456731
en route,3.179932346
enamored,3.911726269
enchanted,5
enchantingly,4.386034674
encouraged,3.243995831
encouraging,3.907996704
encouragingly,4.386034674
encyclical,4.653531998
encyclopedic,4.543301621
end on,3.229425627
end-to-end,1
endangered,2
endearing,3.601151271
endearingly,2.187366277
ended,3
endemic,3.365025084
endless,2.907048564
endlessly,3.119001473
endogenous,5
enduring,5
enduringly,4
energetic,3.767949896
energetically,5
engaging,3.560626328
engagingly,3.507000315
english-speaking,2.552620897
english,3.365216058
engorged,2.394258351
engrossed,1.72522749
engrossing,4.653531998
enhanced,2.189917145
enigmatic,3.797222686
enjoyable,3.709586522
enjoyably,3.326099916
enlarged,3.038349887
enlightened,4
enormous,3.705292234
enormously,3.316200497
enough,3.226180101
enough,3.224512717
enraged,1.55698504
entangled,4.543301621
enteric,4
enterprising,2.550868323
entertaining,3.411473366
entertainingly,3.794817984
enthralled,4.653531998
enthralling,3.843346119
enthusiastic,3.106291442
enthusiastically,3.476747975
entire,2.77093677
entirely,2.859463727
entomological,3
entranced,5
entrenched,3.176637755
entrepreneurial,3.230995454
enviable,3.733642786
envious,3.010264967
enviously,2.583542611
environmental,3.238274304
environmentally,3.350161323
enzymatic,3.541234481
ephemeral,4.557034656
epidemic,3.382681875
epidemiological,2.756817273
epidermic,1
epidural,2
epileptic,4
episodic,3.911726269
epistemic,4.653531998
epistemological,3.708510734
epistolary,5
epochal,4.386034674
eponymous,3.979461352
equal to,3.266767842
equal,2.934656367
equally,3.237366344
equidistant,4.239183994
equipped,3.812297292
equipt,5
equitable,4.046952474
equivalent,2.953787239
equivocal,4
erasable,5
ergonomic,3.809193797
erotic,3.818585409
errant,2.277061274
erratic,3.057237877
erratically,2.113562375
erroneous,2.553437614
erroneously,1.977473754
ersatz,2.697322922
erstwhile,4.386034674
erudite,3.782615121
eruditely,3
eschatological,4.041827698
esoteric,3.068451202
especial,4.386034674
especially,3.474326257
essential,3.893450123
essentially,2.80767838
established,2.870148499
esthetic,3.371104373
esthetically,3
estimable,4
et al.,3.095674833
et al,2.966624661
et alia,3.541234481
eternal,3.187480542
eternally,3.22584427
ethereal,4
ethical,2.964350791
ethically,2.440204391
ethiopian,3.510369324
ethnic,3.220893494
ethnically,2.412891756
ethnocentric,3
etymological,4
eucharistic,5
eugenic,5
euphemistically,3.18747162
euphoric,1
eurasian,2
european,3.723036084
evanescent,5
evangelical,2.661883998
evangelistic,3
evasive,2
even a little,3.440998461
even as,3.034069862
even so,3.142711787
even-tempered,5
even,5
even,2.934844116
evenhanded,2.32715582
evenhandedly,3.541234481
evenly,2.903295921
eventful,3.74198973
eventual,3.667921301
eventually,2.880972209
ever so,2.945778759
ever-changing,4.511701454
ever-present,2.787788854
ever,3.025681812
everlasting,3.036962564
everlastingly,5
every bit,3.715366744
every inch,3.560792895
every last,2.893569689
every night,3.531402965
every now and then,3.597821068
every so often,2.824457141
every week,3.457307454
every which way,2.941594482
every year,3.646039119
everyday,3.834524662
everywhere,3.715391098
evident,3.164675733
evidently,2.312464229
evil-minded,5
evil,2.605787462
evocative,3.487844107
evolutionarily,1
evolutionary,3.628305359
ex post facto,1
exact,2.767158474
exacting,1
exactly,3.226978744
exaggerated,2.51021317
exalted,2.4755049
exasperated,2.116044124
exceedingly,3.420927937
excellent,4.093803174
excellently,4.070047538
exceptional,4.074666815
exceptionally,3.952724046
excess,3.344731543
excessive,3.005578987
excessively,2.693143643
excitable,5
excited,2.719887267
excitedly,2.72283529
exciting,3.449512779
excitingly,5
exclusive,2.704040088
exclusively,3.311927207
excruciating,5
excruciatingly,3.038866266
excusable,3
executable,5
executive,3.265357233
exegetical,1.697155506
exemplary,3.625899224
exempt,3.286851037
exhausted,3
exhausting,2.187366277
exhaustive,3.32461111
exhaustively,3.560704462
exhilarated,5
exhilarating,4.048951679
existent,1.84668448
existential,2.003919127
existing,5
exogenous,3
exorbitant,2.591037118
exorbitantly,2.221861267
exothermic,5
exotic,3.375535331
expandable,4.122594332
expanded,2.411688837
expansive,3.474576809
expectant,3.877750727
expected,2.836733239
expedient,2.977037542
expediently,5
expeditionary,4
expeditious,4
expeditiously,4.053508381
expendable,2.554986914
expensive,3.348025096
expensively,4.386034674
experienced,3.269486791
experiential,3.388454526
experimental,2.838744788
experimentally,5
expert,3.455473393
expertly,4.298264602
explainable,4.485367641
explanatory,2.645711836
explicable,4
explicit,3.206079662
explicitly,3.098182737
exploitative,3.424318877
exploitive,3.679274827
explorative,2
exploratory,2.977037542
explosive,3.39021273
explosively,5
exponential,3.06967745
exponentially,3.546293293
exposed,3.026995081
expository,4
express,3.311450656
expressionistic,3
expressionless,2
expressive,3.599201777
expressively,4
expressly,3.096926324
exquisite,3.765241536
exquisitely,4.322512844
extant,4.485367641
extemporaneous,4.386034674
extemporaneously,5
extendable,2.550868323
extended,3.01868771
extensible,4.386034674
extensive,3.455997796
extensively,3.26941347
exterior,2.757085767
external,3.589291994
externally,4.485367641
extinct,3.141198528
extortionate,2.394258351
extortionately,4.557034656
extra,3.206666541
extramarital,2.401986925
extraneous,2.677486435
extraordinarily,3.61138977
extraordinary,4.020930783
extraterrestrial,4
extravagant,4.049384874
extravagantly,4.173270507
extreme,2.798992225
extremely,3.360696794
exuberant,4.386034674
exuberantly,5
exultant,4.557034656
eye-catching,4.053508381
eye-popping,4
fab,4.077760269
fabled,3.926556775
fabulous,4.115320074
fabulously,3.934085173
face to face,3.829697407
face-to-face,3.075388394
face-to-face,2.356344658
faceless,3.30306374
faceted,4
facetious,3
facetiously,4
facial,3.454809863
facile,3.215470362
facilitative,4.386034674
fact-finding,2
factory-made,3
factual,2.941358419
factually,2.839742561
faddish,2.773291873
faddy,5
faint-hearted,5
faint,3.431833477
fainthearted,4
faintly,2.091315662
fair to middling,3
fair-minded,2.583542611
fair,3.004156442
fairly,3.189859556
faithful,2.699666176
faithfully,2.841666039
fake,2.290536103
fallacious,2.837224838
fallen,3.20341178
fallible,4.444005181
fallow,4.239183994
FALSE,2.185562126
falsely,2.322091132
falsifiable,4
famed,3.483187086
familial,3.168644772
familiar,3.434085189
famished,5
famous,3.469477685
famously,2.604091985
fanatic,3.256784729
fanatical,2.746793759
fanatically,5
fanciful,2.95105923
fancy,3.565155059
fantabulous,5
fantastic,4.156732785
fantastical,2.768660339
fantastically,4.412362114
far and away,3.244812077
far and wide,2.975158071
far left,2.902453723
far-flung,4.211908305
far-off,5
far-out,2.583542611
far-right,1
far,2.684992448
far,3.054139758
faraway,1.72522749
farcical,4.041827698
farfetched,2.406964871
farsighted,1.697155506
farther,5
farther,3.27566119
farthest,2.7369214
fascinating,4.045659923
fascinatingly,4.557034656
fascist,3.341611448
fascistic,2.690420991
fashionable,3.434290823
fashionably,4.485367641
fast asleep,2.421586666
fast-growing,1
fast-paced,3.898829199
fast,3.687735013
fast,3.50296263
faster,3.456894603
fastidious,3.873370541
fastidiously,4.557034656
fat-free,2.797946792
fat-soluble,5
fat,2.880079089
fatal,2.416704322
fatalistic,4.758674585
fatally,4.019999075
fated,4
fateful,3.541279097
fatigued,5
fatty,3.658005482
faultless,4.611181062
faultlessly,2.770672566
faulty,2.204992628
faustian,1
faux,3.05880329
favorable,2.915314152
favorably,3.527956331
favored,4.239183994
favorite,3.922842671
favourable,3.566638615
favourably,4.29536327
favourite,4.084369273
fearful,3.334804512
fearfully,5
fearless,3.125219974
fearlessly,4.485367641
fearsome,3.187028424
feasible,2.576705762
feathered,3.559980897
featured,3.98836311
fecal,2
feckless,4.248203656
fecklessly,1.72522749
fecund,5
fed up,2.550447668
federal,3.218961387
feeble,2.227175184
feebly,1
feisty,2.509259669
feline,1.959415492
fell,5
female,2.74125454
feminine,3.095589826
feminist,2.537308972
feral,3.608819298
ferocious,3.150837505
ferociously,2.908033096
fertile,3.366969285
fervent,2.476125303
fervently,2.321693779
festive,3.720412293
fetal,4.653531998
fetid,5
feudal,3.305851731
feudalistic,3
feverishly,2.977037542
few,3.223518346
fewer,3.248921944
fewest,4.653531998
fibrous,5
fickle,2.602501448
fictional,3.0268872
fictitious,3.088468225
fictitiously,1
fictive,3.371104373
fiduciary,5
fiendish,2.773291873
fiendishly,3.541234481
fierce,3.791768275
fiercely,3.116866406
fiery,4
fifteen,2.533532505
fifth,3.498122619
fifty-eight,2
fifty-five,2.797946792
fifty-six,5
fifty,3.367455941
figurative,2.657365273
figuratively,3.334441747
filial,5
filthy,1.598023412
fin de siecle,5
final,2.865431457
finally,2.47069133
financial,3.677718847
financially,3.385386329
fine,3.130959539
fine,4.023711347
finely,4.306359767
finer,2.767507561
finicky,4.526620664
finished,2.878361448
finite,3.217875261
finitely,4
finnish,4
fireproof,5
firm,3.410072769
firmly,3.219772958
first and last,2.304392307
first class,4.10771389
first of all,2.519014142
first off,2.617345307
first-class,2.965255849
first-come-first-serve,3.371104373
first-rate,3.444100544
first-year,5
first,3.121299027
first,3.144126943
firstborn,5
firsthand,3.851923716
firsthand,4.130147089
firstly,2.590339316
fiscal,3.044231754
fiscally,4.173270507
fishy,1.535128625
fissile,4
fit,2.791492763
fitful,3.265357233
fitfully,4.386034674
fitted out,3.740740016
fitting,2.911283573
fittingly,4.386034674
five hundred,2.929350817
five-year-old,4.485367641
fixed,4.239183994
fizzy,5
flabby,2.697322922
flagging,3.381646733
flagrant,2.057293568
flagrantly,5
flakey,2.583542611
flaky,2.446978824
flamboyant,3.869351424
flashily,4
flashy,3.357966082
flat out,2.250944429
flat,3.440051808
flatly,1.951597216
flattering,3.124363131
flatulent,1.466403084
flavorful,3.940896479
flavorless,3.18747162
flawed,2.688770292
flawless,4.016575178
flawlessly,4.212535577
fledged,4.200960503
fleet,5
fleeting,3.252658146
fleshed out,2.602185969
flexible,3.269632061
flexibly,4.386034674
flickering,1
flighty,1
flimsily,4
flimsy,2.297632026
flip,2.954860359
flippant,4.041827698
flippantly,2.196953157
flirtatious,4.386034674
flirtatiously,4
floating,4.173270507
floppy,3.152635706
floral,3.397598611
florid,3.679274827
flowered,5
flowery,1
flowing,1.980555168
fluctuating,4
fluent,2.813331644
fluently,3.764188991
fluffy,3.805716446
fluid,3.359689607
fluorescent,2.63543771
flush,2.459248248
flustered,5
foamy,4
focal,3.573356156
focally,5
focused,3.48443283
focussed,2.72678161
foggy,3.069951375
foiled,1.55698504
folding,2.964213877
folksy,3.541300945
following,2.961093463
fond,3.16745124
fondly,4.078299593
foolhardy,5
foolish,2.518868357
foolishly,2.238348264
foolproof,4.157469424
footed,4
for 24 hours,3.499185058
for a bargain price,4.485367641
for a while,2.956303505
for all intents and purposes,2.282976997
for all practical purposes,4.790467918
for all the world,5
for any price,1.381854225
for anything,3.065782381
for certain,2.77329752
for dear life,2.354084334
for each one,4.503491281
for each person,3.375457466
for example,2.972702427
for free,3.10502592
for good measure,3.198262946
for good,3.111601473
for instance,2.994221193
for keeps,4.386034674
for love or money,4
for one,3.020445272
for sale,2.901622251
for short,3.338298494
for sure,3.414128119
for sure,3.414128119
for that matter,2.78985789
for the asking,3.116717574
for the first time,3.75228858
for the moment,3.151927729
for the most part,3.107908347
for the time being,3.290190339
forced,2.717498169
forceful,2.913775099
forcefully,4.342981084
forcible,2.797729096
forcibly,2.82572724
foregone,4.239183994
foreign-born,4
foreign,3.156108152
foremost,3.075945434
foremost,3.745388174
forensic,3.472294779
foreseeable,2.626681248
forever,3.051491283
forevermore,2
forgetful,2.297344714
forgettable,2.226664609
forgivable,2.639703003
forgiving,2.455945364
forlorn,2.394258351
formal,3.26695218
formally,2.835601565
formative,3.111108492
formed,5
former,3.109217866
formerly,3.049039229
formidable,3.546766507
formless,5
formulaic,2.339833234
forth,2.988453321
forthcoming,3.210945835
forthright,4.653531998
forthrightly,4
fortuitous,2.977037542
fortuitously,4
fortunate,3.959780525
fortunately,2.718986826
forty-five,1.961951732
forty-six,1
forty-two,3
forty,3.319428696
forward-looking,4.386034674
forward,3.47440426
forward,3.404522999
forwards,3.032526623
fossil,2.959930433
foster,4.156081208
foul-mouthed,3.011157899
foul-smelling,1
foul,2.196469136
found,3.083248414
four hundred,2.592072348
four times,2.785247975
four-footed,4
four-sided,4
four-year-old,3.10299547
fourteenth,3.679274827
fourth,3.156630137
fourth,3.851923716
fractional,4.386034674
fractious,2.72678161
fragile,3.424448622
fragmentary,4
fragmented,4.112873716
fragrant,3.702412472
frail,3.453894806
franciscan,3.286851037
frank,3.241898197
frankly,2.552792453
frantic,3.103258058
frantically,2.137515108
fraternal,4.557034656
fraudulent,2.147578209
fraudulently,2.196953157
fraught,2.894222439
freakish,2.533532505
freakishly,2.79522552
freaky,2.638685892
free of charge,3.933841178
free-range,3.721217053
free-thinking,4.485367641
free,3.551331696
free,3.900407838
freely,2.898955006
french-speaking,5
french,3.612894532
frenetic,3.584018597
frenetically,5
frenzied,4.32129509
frequent,3.005783378
frequently,3.100526831
fresh,3.781619745
freshly,3.455084755
fretful,5
fried,2.998071358
friendless,4
friendly,3.884639685
frightened,3.957872222
frightening,3.211144722
frighteningly,2.9909765
frightful,2.152334982
frightfully,2.292180619
frigid,3.036894708
frivolous,3.777260654
frivolously,1
frizzy,3.336302975
from each one,3.18747162
from head to toe,5
from nowhere,4.342981084
from scratch,2.896032068
from start to finish,3.56591756
from the heart,3.716175261
from time to time,3.586452801
from way back,2.196953157
front,2.953259654
frontal,2.931226704
frosted,5
frosty,4.219481944
frothy,2.056339064
frozen,3.132162658
frugal,4.203806486
fruitful,3.726652634
fruitless,2.838967286
fruitlessly,3
frumpy,2.598502134
frustrated,2.793472353
frustrating,2.545091017
fugal,4
fugitive,3.679274827
full of life,3.260325435
full-blooded,3
full-blown,3.131518642
full-bodied,5
full-fledged,2.93850951
full-grown,2.583542611
full-length,3.414028201
full-page,3.433156317
full-scale,3.818375464
full-size,3.739755306
full-strength,5
full-time,2.742779135
full-time,3.679274827
full,3.181745763
full,2.80953776
fully grown,2.583542611
fully,3.326995634
fulsome,5
fumbling,4
functional,3.379982905
functionally,3.873370541
fundamental,3.129284224
fundamentalist,3.36674689
fundamentalistic,5
fundamentally,3.599702854
funded,1.431183516
funky,3.605797632
funnily,2.977037542
funny,3.087802827
furious,2.308540224
furiously,2.654116797
furnished,3.889390775
furry,4.653531998
further,3.138266735
further,3.152918184
furthermore,2.635476054
furthest,2.85160252
fussily,5
fussy,3.829980683
fusty,2.554986914
futile,2.130298369
futilely,4
future day,5
future,3.381937714
futuristic,2.710887513
fuzzy,2.881035837
gaelic,1.712998162
gaga,5
gainfully,3.371104373
galactic,3
gallant,3.18747162
gallantly,2.113562375
galling,1.381854225
gamely,4
gaping,2.453274996
garbled,3
gargantuan,3.107044419
garish,3.541234481
gastric,4.557034656
gastrointestinal,1
gastronomic,5
gaudily,5
gaudy,3.038349887
gaussian,3.711334733
gauzy,4
gay,3.151121618
gelatinous,3
genealogical,4.053508381
general,2.93253945
generalised,4
generalized,5
generally,2.894029286
generational,2.973043885
generative,5
generic,2.813637825
generically,4
generous,3.486054514
generously,3.41154453
genetic,3.256641473
genetically,3.206905366
genial,4.557034656
genially,3.541234481
genital,3.742182122
genteel,3.301874137
genteelly,4
gentle,4.041013664
gentlemanly,2.583542611
gently,3.606376989
genuine,3.152936708
genuinely,3.370666579
geodesic,4
geographic,3.501514331
geographical,4.350199605
geographically,2.797946792
geologic,2.187366277
geological,4.758674585
geologically,5
geometric,3.946963859
geometrical,4
geometrically,2.583542611
geophysical,5
geopolitical,2.311655593
georgian,3.337202068
geriatric,4.135837017
german-american,5
german,3.673311016
gestational,2.187366277
gestural,3
ghastly,2.782432247
ghostly,2.923088447
ghoulish,2.554986914
giant,2.933074057
giddy,3.125468661
gifted,3.691318526
gigantic,3.209315394
gilded,3.372039564
gimpy,4
girlish,2.583542611
give or take,3.349106126
glacial,3.541321843
glacially,1.753996714
glad,3.629658173
gladiatorial,3
gladly,3.454411259
glamorous,3.251340913
glamourous,4.320452444
glaring,2.366114687
glaringly,2.811230877
glass-like,3.851923716
gleaming,5
gleeful,1.878502913
gleefully,2.946205293
glib,2.522441083
glibly,2.697322922
global,3.265479064
globally,3.861479662
gloomy,2.492309111
glorified,1.650069186
glorious,3.471185852
gloriously,3.502232531
glossy,3.770601145
glowing,2.57724278
glowingly,1.697155506
gluey,4
gluttonous,2.550868323
gnarled,4
gnostic,3.409935501
god knows how,1.72522749
god-awful,1
god-fearing,4.386034674
godless,5
godlike,5
godly,5
going,3
gold,3.911726269
golden,3.516718385
good and,3.475961922
good enough,2.909059721
good for you,2.974774414
good-hearted,4.173270507
good-humored,3
good-looking,2.43168793
good-natured,3.223421134
good-naturedly,2.583542611
good,3.282618654
good,1.697155506
gooey,2.113562375
goofy,3.204729931
gorgeous,3.94980618
gorgeously,4.339046112
gory,2.551981441
gossipy,3.541321843
gothic,3.64746878
governmental,3.417550411
graceful,3.721151983
gracefully,4.03417288
gracious,3.947400646
graciously,3.76714257
gradual,3.614349628
gradually,3.816740674
graduate,4.250824142
grainy,1.585004011
grammatical,2.435652374
grammatically,3.851923716
grand,3.278159015
grandiloquent,4
grandiose,2.911250965
grandly,3.336302975
granular,4.386034674
graphic,3.495406715
graphical,3.064779464
graphically,3.138178066
graspable,5
grassy,3.551547709
grateful,3.947918843
gratefully,3.764092411
gratifying,1
gratifyingly,5
gratuitous,1.912715758
gratuitously,1.905165954
grave,2.410892561
gravely,2.196953157
gravitational,2.794512513
gray-haired,5
gray,2.548438013
grayish,4
greasy,2.059895095
great,3.831048938
greater,3.421724617
greatest,3.320864471
greatly,3.36713059
grecian,4.386034674
greco-roman,5
greedily,3.753458102
greedy,2.809087954
greek orthodox,4.386034674
greek,3.599335835
green-eyed,4
green,2.967191801
greenish,2.322197275
gregarious,4.053508381
gregorian,4
grey,2.402708038
grievous,4.184873812
grievously,3.541321843
grilled,2.824788458
grim,3.633519346
grimly,2.977037542
grimy,2.414841819
gripping,4.715507074
grisly,3.171750456
gritty,3.506944196
grizzled,5
grizzly,4.653531998
groggy,4
groovy,2.630237945
gross,2.420561343
grossly,2.094610565
grotesque,2.242771157
grotesquely,2.356344658
grotty,2.207564713
grouchy,2.888475068
ground-floor,2.697322922
groundbreaking,2.918209068
groundless,4.239183994
grown,3.404267861
grubby,1.984159948
grudging,4.653531998
grudgingly,2.54785963
grueling,2
gruesome,3.360114683
gruesomely,5
gruff,2.252976229
gruffly,3
grumpy,3.31709029
grungy,2.519749183
guileful,2
guileless,2.323205318
guilt-ridden,2.196953157
guiltily,2
guilty,2.949620019
gullible,1.841435044
gummy,1.753996714
gung ho,2.796704393
gushy,2
gutless,5
gutsy,2.742706377
gymnastic,3.124955804
gynecological,1.442917783
habitable,1.959415492
habitual,3.616792661
habitually,3.559980897
hackneyed,1.781650809
hair-raising,2.196953157
haired,5
hairy,2.542278548
halal,2
half dozen,3.06005345
half-baked,2.191684102
half-dozen,3
half-hearted,2.463198168
half-heartedly,3.793411912
half-hourly,4
half,3.053252762
half,2.973545002
halfhearted,2.116044124
halfway,4.557034656
halfway,3.312963962
hallowed,4.041827698
hallucinatory,3
haltingly,5
ham-fisted,1.72522749
hammy,1
hand and foot,3.295493381
hand and glove,4.386034674
hand in glove,5
hand in hand,2.623941968
hand over fist,1.697155506
hand to hand,5
hand to mouth,5
hand-held,3.392216191
hand-hewn,1
hand-me-down,1
hand-to-hand,2
handheld,3.854240081
handicapped,2.408003781
handily,4.557034656
handmade,4
hands down,3.908291239
hands-down,5
hands-off,5
hands-on,3.418323951
handsome,3.620989967
handsomely,3.888907077
handwritten,4.043321592
handy,3.868116325
haphazard,5
haphazardly,2.167609999
hapless,3.111590852
happily,3.618818637
happy-go-lucky,2.977037542
happy,3.523952784
hard put,2.116044124
hard to please,3.941340348
hard up,1.437329616
hard-and-fast,4
hard-boiled,3.885354043
hard-core,4.32129509
hard-fought,5
hard-hitting,3.819624023
hard-line,3.541234481
hard-nosed,3.124955804
hard-pressed,3.010264967
hard,3.13390198
hard,3.009900249
hardback,5
hardbound,5
hardened,3.312963962
hardheaded,5
hardly a,2.843291262
hardly,2.742919979
hardy,2.371771252
harmful,2.952582713
harmfully,2.719494017
harmless,3.383284739
harmlessly,3.541234481
harmonic,5
harmonious,2.925939949
harmoniously,4.715507074
harrowing,4.221780522
harsh,3.222849936
harshly,2.958416265
hastily,2.599176454
hasty,2.576493621
hateful,2.861822314
hatless,5
haughtily,2.583542611
haughty,2.661355745
hawaiian,3.20511284
hawkish,2.187366277
hazardous,3.399298051
hazy,1.957406721
head and shoulders above,3.009504363
head over heels,4.386034674
head-on,4.386034674
head-to-head,5
head-to-head,5
headfirst,4.386034674
headless,2.32715582
headlong,4.790467918
heads-up,4.386034674
headstrong,4
heady,4.758674585
healthful,3.248859207
healthily,4.495990362
healthy,3.352674801
hearsay,4
heart and soul,3.804015992
heart-healthy,3.541234481
heart-shaped,5
heart-to-heart,4.239183994
heartbreaking,5
heartbroken,3.260325435
heartening,5
heartfelt,4.149670243
heartily,3.774186262
heartless,2.662071292
heartwarming,4.557034656
hearty,4.758674585
heated up,2.578939444
heated,3.507319376
heatedly,2.196953157
heaven-sent,4
heavenly,3.974243741
heavily,2.763287384
heavy-duty,3.818753626
heavy-handed,2.060799643
heavy-laden,5
heavy,3.014201498
hectic,3.776447013
hedonic,2.394258351
hedonistic,2.385710336
hefty,2.914998473
hegelian,2
heinous,2.969123555
held,4.557034656
helical,3
hell-bent,5
hellish,3.714145979
helpful,3.832082982
helpfully,3.470446645
helpless,3.015430994
helplessly,2.477406168
hemispherical,2
hence,2.963565787
herbal,4.104949215
herbivorous,4
herculean,3.488269766
here and there,2.948002101
here,3.280336759
hereby,5
hereditary,2.831166282
herein,3
heretical,1.477597767
heretofore,4.29536327
hermetic,5
hermetically,2.639382214
heroic,3.605954723
heroically,2.196953157
hesitant,3.588705786
het up,5
heterosexual,3.29231009
heuristic,3.541234481
hexadecimal,3
hexagonal,5
hi-fi,5
hi-tech,3.679274827
hidden,3.310541788
hidebound,4
hideous,2.731117544
hideously,2.125791874
hierarchical,3.062149072
high and low,3.684288964
high up,3.778271499
high-altitude,5
high-backed,4
high-ceilinged,4.386034674
high-class,2.581699435
high-energy,4.132110745
high-grade,5
high-handed,4.557034656
high-level,2.375243257
high-minded,3.559980897
high-performance,4.157469424
high-pitched,2.865139143
high-potential,5
high-power,4.758674585
high-powered,4.418212636
high-pressure,3.541288115
high-priced,3.591272601
high-ranking,5
high-resolution,5
high-rise,3.082960382
high-risk,1.959415492
high-sounding,5
high-speed,3.383108861
high-spirited,5
high-strung,1.753996714
high-tech,3.48316357
high,3.292340663
high,3.154107171
highborn,5
highbrow,3
higher up,3.29782927
higher,3.287538444
highflying,5
highland,5
highly sensitive,4.653531998
highly-developed,2.583542611
highly,4.064758761
hilarious,3.48090487
hilariously,2.277697606
himalayan,4
hip to,3.053004943
hispanic,4.025275229
historic,3.45275622
historical,3.400939193
historically,3.443812532
histrionic,1.466403084
hit-and-run,4
hit-or-miss,2
hither and thither,5
hither,5
hitherto,5
ho-hum,2.263011524
hoary,4.034332942
hokey,2.978380673
holier-than-thou,2.941594482
holistic,3.439308377
hollow,2.130840863
hollywood,3
holographic,2.904151288
holy,2.688176228
home-baked,5
home-brewed,3.371104373
home,3.170170825
homegrown,5
homeless,3.123363204
homemade,4.485367641
homeopathic,5
homespun,4
homey,4.441883235
homicidal,3.078973763
homiletical,5
homoerotic,2.554986914
homogeneous,1.697155506
homogenized,5
homogenous,1.697155506
homophobic,5
homosexual,2.728197643
honest,3.178894251
honestly,2.835963699
honorable,3.337345057
honorably,1
honorary,4.386034674
hook line and sinker,2
hooked,3.277454454
hoped-for,5
hopeful,2.92667946
hopefully,3.142276783
hopeless,2.660161634
hopelessly,3.905800803
hopped-up,4
horizontal,2.810186953
horizontally,3.489921568
hormonal,2.205396278
horn-rimmed,4
horny,2.394258351
horrendous,2.468153804
horrible,1.94801136
horribly,2.142270346
horrid,1.969009131
horridly,1.466403084
horrific,2.972134014
horrified,5
horrifying,2.926162167
horrifyingly,5
horse-drawn,5
horticultural,5
hospitable,3.527345924
hospitably,5
hostile,2.777694246
hot and bothered,2.394258351
hot under the collar,5
hot-blooded,4
hot,3.073063304
hotly,2.321693779
hourly,3.005835844
however,2.947242219
huffily,5
huffy,5
huge,3.395416186
hugely,2.974716638
human,3.366943138
humane,3.099230231
humanely,2.749658404
humanist,2.512257428
humanistic,2.494047907
humanitarian,3.550041095
humanly,2.906038494
humble,3.400717077
humbling,3.694167667
humbly,3.652306501
humdrum,2.697322922
humid,2.742577662
humiliated,4
humiliating,2.915002632
humiliatingly,5
