,Word,Tag,ExpectedRate
7502,burning,n,5.37451333541
7503,burnish,v,6.27159295451
7504,burnout,n,5.93317999748
7505,burnouts,n,5.66916991
7506,burnside,n,6.65427712266
7507,burnstyn,n,6.49495367749
7508,burnt,a,5.07675599994
7509,burnt,n,4.98421719843
7510,burp,n,5.14907064705
7511,burp,v,4.05208802826
7512,burqa,n,5.44932980081
7513,burr,n,6.06100327743
7514,burrell,n,7.15656302026
7515,burress,n,5.486928607
7516,burrito,n,4.01497245047
7517,burrough,n,5.08011951116
7518,burroughs,n,6.00595299846
7519,burrow,n,5.79094145648
7520,burrow,v,5.34969979484
7521,burst,n,5.43175843486
7522,burst,v,5.31815645803
7523,burstein,n,7.09868698885
7524,burster,n,4.70976964332
7525,bursting,n,5.62098618698
7526,burstyn,n,6.38064784534
7527,burt,n,5.68350935384
7528,burton,n,5.91275403499
7529,burtonesque,a,6.17216922358
7530,burtonesque,n,6.59901477068
7531,burtt,n,7.73290798695
7532,burtynsky,n,5.55619201811
7533,burum,n,7.43035866215
7534,burundi,n,4.52745327764
7535,burwell,n,7.14770278338
7536,bury,v,5.10299843655
7537,bus,n,5.33399631922
7538,busboy,n,6.30071812326
7539,busby,n,6.28362441555
7540,buscemi,n,6.18571176316
7541,busch,n,6.40070246251
7542,buschemi,n,5.36335825638
7543,busey,n,5.1444425526
7544,busfield,n,5.86446767764
7545,bush,a,4.92004073433
7546,bush,n,5.2042594989
7547,bushe,n,6.91956289526
7548,bushel,n,5.7584330765
7549,bushell,n,7.06468695287
7550,bushido,n,6.44861780752
7551,bushman,n,6.60695176482
7552,bushwackers,n,6.43809805423
7553,bushwhacker,n,5.52211498096
7554,bushy,a,5.10854457134
7555,busily,r,4.98537851988
7556,business,n,5.84555410518
7557,businesslike,a,5.93480495215
7558,businessman,n,6.03527581049
7559,businessmen,n,5.6641809435
7560,businesswoman,n,5.96127787658
7561,busk,v,5.11688530618
7562,busker,n,6.71620158947
7563,busload,n,4.71684658022
7564,bust,n,5.17959492482
7565,bust,v,5.33857757794
7566,busta,n,3.883094592
7567,busted,a,5.30305445385
7568,buster,n,6.115685529
7569,bustillo,n,7.90932542927
7570,bustin,n,6.28784648615
7571,bustle,n,6.72603366994
7572,bustle,v,5.66004538273
7573,bustling,a,6.56582472513
7574,busty,a,4.77550416494
7575,busty,n,5.90675508991
7576,busy,a,5.36362685423
7577,busy,n,5.92299400661
7578,busy,v,5.00589354638
7579,busybody,n,5.80335970791
7580,busyness,n,5.42313980743
7581,but,n,5.08192874475
7582,but,v,5.07557385166
7583,butabi,n,5.72702535212
7584,butch,a,4.34543934155
7585,butch,n,6.16034898013
7586,butch,v,4.84787067261
7587,butcher,n,5.23479335038
7588,butcher,v,4.14478499678
7589,butchered,a,5.1107676454
7590,butchering,n,4.08304917679
7591,butchery,n,4.45538068843
7592,bute,n,4.4401585711
7593,butkus,n,5.90593971361
7594,butler,n,6.35888900859
7595,butoh,n,7.13296308265
7596,butrick,n,7.74672184459
7597,buts,n,5.62902645361
7598,buts,v,4.49462546294
7599,butt,n,5.02928240785
7600,butt,v,5.76124758842
7601,buttcrack,n,5.99100572254
7602,butte,n,6.10969351323
7603,butter,n,5.26107004453
7604,butter,v,4.69904547726
7605,butterball,n,6.02329306356
7606,buttercup,n,7.5169882862
7607,buttered,a,5.0498360834
7608,butterfield,n,6.49770912823
7609,butterfly,n,5.61597855413
7610,butterfly,r,5.53285134071
7611,buttermaker,n,4.99006885197
7612,butterman,n,8.5063687569
7613,buttersfield,n,6.55466180572
7614,butterworth,n,5.82976626722
7615,buttgereit,n,5.56473594968
7616,butthead,n,4.84460015486
7617,butthole,n,5.19623236756
7618,buttle,n,7.87761251766
7619,buttock,n,4.61282355679
7620,button,n,4.90548436428
7621,button,v,5.52836517775
7622,buttress,v,5.54244344939
7623,buu,n,6.07066588231
7624,buxom,a,5.52836290813
7625,buxom,n,5.11024670691
7626,buxton,n,7.15910223625
7627,buy,a,6.0530223928
7628,buy,n,6.11937347642
7629,buy,v,5.50484399272
7630,buyer,n,5.05419476118
7631,buying,n,5.47001842248
7632,buyout,n,4.98897276474
7633,buyruk,n,5.01271615256
7634,buz,n,4.049942698
7635,buznik,n,5.31189177981
7636,buzz,n,5.75499885772
7637,buzz,v,5.21604885573
7638,buzzard,n,4.96438336612
7639,buzzcocks,n,7.17053458609
7640,buzzer,n,5.52481269212
7641,buzzi,n,3.87640951454
7642,buzzsaw,n,5.35866373493
7643,buzzword,n,4.07575719072
7644,buzzy,n,2.47085835723
7645,bvd,n,6.73820816519
7646,bw,n,5.1372348866
7647,bwana,n,5.36522082162
7648,bwp,n,4.70657906121
7649,by,n,5.29458425465
7650,byam,n,8.57168380274
7651,byatt,n,5.67699477307
7652,byck,n,5.21804636785
7653,bye,n,5.45398220458
7654,bye,v,5.33287251503
7655,byers,n,7.40865293573
7656,bygone,a,6.59601450554
7657,bygone,n,5.3240516365
7658,byington,n,6.12160588917
7659,byler,n,7.16139933867
7660,byline,n,5.12839333264
7661,byner,n,6.45738716088
7662,bynes,n,6.48021210425
7663,bypass,n,5.08049962214
7664,bypass,v,5.23043811288
7665,byplay,n,5.7492800559
7666,byproduct,n,5.31018254567
7667,byran,n,6.05480399987
7668,byrd,n,6.13181575127
7669,byrne,n,5.87666879486
7670,byrnes,n,6.06282972379
7671,byrnison,n,4.80649134533
7672,byron,n,5.70636079802
7673,bystander,n,5.43051259337
7674,byte,n,5.70705685447
7675,byu,n,5.56360373611
7676,byway,n,7.08845949309
7677,byzantine,a,6.0598104787
7678,byzantium,n,6.83015313349
7679,c,n,4.76073267821
7680,ca,a,5.82464396278
7681,ca,n,5.56405630754
7682,ca,v,4.87306076006
7683,caan,a,6.78473223579
7684,caan,n,6.21983108391
7685,cab,n,5.91562300392
7686,cabal,n,4.95961930691
7687,caballero,n,6.72487539952
7688,caballeros,n,7.06027986547
7689,cabana,n,4.81137151772
7690,cabanatuan,n,6.25453469003
7691,cabanne,n,3.66820119887
7692,cabaret,n,6.17046443522
7693,cabbage,n,4.9326885331
7694,cabbie,n,5.73268804028
7695,cabby,n,5.55996874323
7696,cabdriver,n,5.58016027301
7697,cabernet,n,6.07416514097
7698,cabeza,n,7.83633782735
7699,cabin,n,4.86463947377
7700,cabin,v,5.27537358926
7701,cabina,n,9.1311422117
7702,cabinet,n,5.65817293541
7703,cabiria,n,7.70831101177
7704,cable,n,5.08349240552
7705,cabman,n,8.29347145948
7706,cabo,n,6.0949188494
7707,caboose,n,6.17332219248
7708,cabot,n,6.12199850407
7709,cabrera,n,7.34289858694
7710,caca,n,2.4689185529
7711,cache,n,5.71616941629
7712,cache,v,5.515310945
7713,cachet,n,5.08068833741
7714,cacho,n,6.78738952919
7715,cack,n,3.09723322479
7716,cackle,n,5.10921167744
7717,cackle,v,4.89606807508
7718,cackling,a,5.42189280117
7719,cackling,n,5.44881375781
7720,caco,n,6.71390294145
7721,cacophonous,a,4.26993186809
7722,cacophony,n,4.81555103063
7723,cacoyannis,n,5.06042229705
7724,cactus,n,5.18718732609
7725,cad,n,5.82577580178
7726,cadaver,n,5.03951668636
7727,cadaverous,a,5.35359926533
7728,cadavra,n,5.1841419336
7729,caddie,n,6.76425977211
7730,caddish,a,5.55671721149
7731,caddy,a,5.82293862397
7732,caddy,n,5.20288004295
7733,caddyshack,n,5.17866643998
7734,cade,n,6.95772350185
7735,cadell,n,7.02437019779
7736,caden,n,6.50879716853
7737,cadence,n,6.00259461459
7738,cadet,n,5.45949107557
7739,cadfael,n,8.78457351369
7740,cadillac,n,5.38317782836
7741,cadillacs,n,6.03876473652
7742,cadman,n,6.46737722663
7743,cadre,n,5.20147555536
7744,cady,n,7.24982288711
7745,caesar,n,6.01441106768
7746,caeser,n,6.85406133703
7747,caetano,n,7.11223395434
7748,cafe,n,6.08966806322
7749,cafeteria,n,5.00769490705
7750,caffaro,n,5.15738813121
7751,caffeine,n,4.34080109255
7752,cafferty,n,6.64500355666
7753,caffrey,n,4.97210684944
7754,cagan,n,7.78634942765
7755,cage,n,4.98822338079
7756,cage,v,5.63054534763
7757,caged,a,5.48568546636
7758,caged,n,5.28000518345
7759,cagey,a,6.80431534999
7760,cagey,n,6.30474396517
7761,cagliostro,n,5.86605199919
7762,cagney,n,6.74064340287
7763,cahiers,n,6.05820793
7764,cahill,n,5.83478350921
7765,cahit,n,7.95191984269
7766,cahn,n,6.11278113574
7767,cahoot,n,5.03565388059
7768,cahulawassee,n,8.11701954543
7769,caiaphas,n,5.26332616518
7770,caid,n,7.89284139791
7771,caillou,n,3.06471880016
7772,caimano,n,6.60865604229
7773,cain,n,5.59810482929
7774,caine,n,5.95073137546
7775,caines,n,6.27277195539
7776,caiphas,n,5.35141024476
7777,cair,n,5.1462846868
7778,cairn,n,5.34526878924
7779,cairo,n,6.58776662185
7780,cait,n,6.01019952245
7781,caitlin,n,6.15985384577
7782,cajole,v,5.96706264758
7783,cajoling,n,6.60614989103
7784,cajones,n,4.88386827364
7785,cajun,n,6.17784696733
7786,cake,n,5.17651247279
7787,cake,v,4.73534294032
7788,cakewalk,n,6.1757069401
7789,cal,a,6.47015381763
7790,cal,n,6.57752570153
7791,calamari,n,5.42603508932
7792,calamitous,a,5.04412081241
7793,calamity,n,5.7165005428
7794,calcifer,n,5.82803310704
7795,calcium,n,6.12963556787
7796,calculate,v,5.87452355222
7797,calculated,a,5.56188474725
7798,calculatedly,r,4.25026380003
7799,calculatingly,r,5.4008175135
7800,calculation,n,5.25353706848
7801,calculator,n,4.43309298982
7802,calculus,n,5.06058336005
7803,calcutta,n,6.49189234636
7804,calden,n,5.55820397903
7805,calder,n,6.35756515096
7806,calderon,n,6.58049833013
7807,calderoni,n,4.27565912297
7808,caldicott,n,7.77130760537
7809,caldwell,n,5.692028097
7810,cale,n,6.24681383713
7811,caleb,n,5.87170609396
7812,caledon,n,5.96332172649
7813,calendar,n,5.78126281802
7814,calender,n,5.72476958208
7815,calf,n,5.47965315951
7816,calfa,n,6.9638696199
7817,calgary,n,6.46181086063
7818,calhern,n,6.8513089319
7819,calhoun,n,6.21000082437
7820,cali,n,6.00482306271
7821,caliban,n,5.55295820021
7822,caliber,n,5.55191888422
7823,calibos,n,7.20730570102
7824,calibrate,v,6.28989575229
7825,calibre,n,5.49134483221
7826,calibro,n,7.71371447756
7827,calibur,n,5.87878609707
7828,calico,n,5.76525674263
7829,california,n,5.84128646874
7830,californian,n,5.21599752752
7831,californication,n,5.66416798933
7832,caligari,n,6.5957172558
7833,caligola,n,3.66879158125
7834,caligula,n,4.79821425462
7835,caliph,n,6.17945515301
7836,calista,n,5.92882763393
7837,calisto,n,3.73078207127
7838,call,a,5.00506563381
7839,call,n,5.49963251401
7840,call,v,5.16825933125
7841,calla,n,6.87280187702
7842,callaghan,n,7.03279908207
7843,callahan,n,6.39706674648
7844,callan,n,6.50507945927
7845,callar,n,6.23542857406
7846,callaway,n,5.61071405245
7847,callback,n,5.32339167624
7848,calleia,n,6.45214044317
7849,caller,n,5.5540866129
7850,callie,n,5.48163203913
7851,callies,n,9.08849316371
7852,calligraphy,n,5.56610493702
7853,calling,n,5.97101682395
7854,callis,n,6.93635270901
7855,callisto,n,4.99896638708
7856,callistratus,n,6.2782682172
7857,callous,a,5.92195758403
7858,calloused,a,6.75803682901
7859,callously,r,5.55028920267
7860,callousness,n,6.16339918913
7861,callow,a,5.66107214882
7862,callow,n,5.79239746714
7863,calloway,n,6.9137788458
7864,callum,n,6.38653875893
7865,calm,a,6.5758210794
7866,calm,n,5.209402398
7867,calm,v,5.77375813205
7868,calmer,n,6.60237565152
7869,calming,a,6.76463171358
7870,calmly,a,6.68054739607
7871,calmly,r,5.51135399092
7872,calmness,n,7.23995318319
7873,calogero,n,8.28794361273
7874,calorie,n,4.77598167133
7875,calpernia,n,9.2761704125
7876,calrissian,n,7.69035714478
7877,calthrop,n,6.14478967038
7878,caltiki,n,6.63335422778
7879,calvaire,n,6.0008495879
7880,calvary,a,6.24611526246
7881,calvary,n,6.09943468341
7882,calvero,n,8.65074853784
7883,calvert,n,6.87009478142
7884,calvet,n,6.38725455615
7885,calvin,n,5.40394380658
7886,calvinist,n,6.63725105847
7887,calypso,n,4.92359532218
7888,cam,n,4.61643157659
7889,cam,v,4.88157742199
7890,cama,n,5.13906764552
7891,camacho,n,5.82915937693
7892,camara,n,5.69761355965
7893,camaraderie,n,6.71258352546
7894,camargo,n,6.29279432709
7895,camaro,n,5.9990927535
7896,camazotz,n,3.16636775375
7897,cambell,n,5.71260775605
7898,camber,n,5.80098055133
7899,cambodia,n,6.16863139473
7900,cambodian,a,6.35996906099
7901,cambodian,n,6.45814738478
7902,cambridge,n,6.03712440221
7903,camcorder,n,3.28648024727
7904,camden,n,5.68971259715
7905,came,n,5.57802287841
7906,camel,n,5.13620716125
7907,camelot,n,5.63703001112
7908,cameo,n,5.59117352608
7909,cameos,v,5.90087285265
7910,camera,n,5.16479637032
7911,cameraman,n,4.99782527714
7912,camerawork,n,5.78786228371
7913,camerlengo,n,5.43301103445
7914,camero,n,5.73366142185
7915,cameron,n,5.90001537193
7916,cameron,v,6.39465469401
7917,camerons,n,6.46698026003
7918,cameroon,n,6.71676383512
7919,cami,n,4.16140392053
7920,camiel,n,7.91464143994
7921,camil,n,6.44000597386
7922,camila,n,6.50431744925
7923,camilla,n,5.93613637387
7924,camille,n,5.9513172018
7925,camillo,n,5.93853417588
7926,camino,n,5.62623856921
7927,cammell,n,6.95371385047
7928,cammie,n,4.5312373867
7929,cammy,n,4.48097188463
7930,camonte,n,8.51471293986
7931,camorra,n,6.50797452758
7932,camouflage,n,4.81247222544
7933,camouflage,v,5.50064563529
7934,camp,n,5.37067045515
7935,camp,v,5.18247851666
7936,campagne,n,7.48653359623
7937,campaign,n,5.50627898562
7938,campaign,v,6.27141108241
7939,campaigner,n,6.33015731497
7940,campaigning,n,5.72103960301
7941,campan,n,5.97776888381
7942,campanella,n,5.86790340953
7943,campbell,n,5.8912147386
7944,campell,n,6.24496071764
7945,camper,n,4.91767845414
7946,campfire,n,5.26261913357
7947,campground,n,4.95151994526
7948,campier,a,5.29012987771
7949,campiest,a,4.95453140752
7950,campiness,n,5.05369679229
7951,camping,n,5.07535785991
7952,campion,n,5.47968720305
7953,campness,n,5.6755342622
7954,campos,n,6.21751852072
7955,campout,n,4.10262589045
7956,campsite,n,5.45482103633
7957,campus,n,5.1271905291
7958,campy,a,5.05711829371
7959,campy,n,5.24617485515
7960,campyness,n,4.54068801013
7961,camryn,n,6.02044800047
7962,camus,n,6.77675499468
7963,can,n,4.90237042563
7964,can,v,4.87438275051
7965,canaan,n,6.56995995227
7966,canada,n,5.72840556653
7967,canadian,a,5.5944433987
7968,canadian,n,5.8466399648
7969,canal,n,4.24110752211
7970,canale,n,6.74423912594
7971,canard,n,3.77161729723
7972,canary,a,5.77656422548
7973,canary,n,5.80462975822
7974,canasta,n,9.23832019728
7975,canberra,n,5.71405411562
7976,canby,n,6.64309069162
7977,cancan,n,7.09565000791
7978,cancel,v,5.91308429509
7979,cancellation,n,6.44287871364
7980,cancelled,n,5.40984766507
7981,cancer,n,5.4668968852
7982,cancerous,a,5.74002076168
7983,cancun,n,3.85475697337
7984,candace,n,5.6321196961
7985,candela,n,7.31745709275
7986,candelabra,n,5.87458231875
7987,candice,n,5.85113665279
7988,candid,a,6.28570665739
7989,candidacy,n,6.54469851497
7990,candidate,n,5.45149960479
7991,candide,n,6.23362200673
7992,candidly,r,6.58943080017
7993,candidness,n,6.65002265568
7994,candle,a,4.39887211563
7995,candle,n,5.44916770403
7996,candlelight,n,6.09241431686
7997,candlelit,n,6.36503372689
7998,candler,n,5.23760027624
7999,candleshoe,n,6.39414655395
8000,candlestick,n,5.10574044227
8001,candor,n,6.72778652706
8002,candy,n,5.34813273232
8003,candyman,n,5.48886016253
8004,cane,n,5.69218721663
8005,canerday,n,8.30443514879
8006,canet,n,6.60158205818
8007,canfield,n,7.15375512773
8008,cang,n,6.51154455591
8009,cani,n,6.9137720868
8010,canine,a,5.24239332466
8011,canine,n,5.54766668838
8012,canipe,n,6.73038805824
8013,canister,n,5.01513118765
8014,cann,n,5.8244002228
8015,cannabis,n,5.20578539555
8016,cannavale,n,6.61846368653
8017,canned,a,4.29830501473
8018,cannell,n,4.93027654029
8019,cannery,n,6.18407754026
8020,cannes,n,5.84248789035
8021,cannibal,a,4.915552626
8022,cannibal,n,5.14194664549
8023,cannibale,n,4.31918938725
8024,cannibalism,n,5.28332617925
8025,cannibalistic,a,5.32806105719
8026,cannibalize,v,4.85108451425
8027,cannily,r,6.51251437757
8028,canning,n,5.74032492909
8029,cannister,n,5.39364517491
8030,cannom,n,7.19702661016
8031,cannon,n,5.21102221028
8032,cannonball,n,4.99674461088
8033,canny,a,6.03677565815
8034,canoe,n,5.68826636537
8035,canoe,v,6.25202516719
8036,canon,n,5.78722430692
8037,canon,v,5.75362443888
8038,canonical,a,5.1695325178
8039,canonization,n,4.22632110523
8040,canonize,v,5.89339942454
8041,canopy,a,5.19209049742
8042,canopy,n,6.61382247649
8043,canova,n,7.2038101777
8044,cansino,n,6.25436706017
8045,cant,a,5.00756409242
8046,cant,n,4.90714611247
8047,cant,v,5.06691989976
8048,cantankerous,a,6.25749673941
8049,cantarini,n,8.66316900004
8050,cantata,n,7.2998335887
8051,canteen,n,6.34961762293
8052,canter,n,5.80013707153
8053,canterbury,n,6.49147869827
8054,canterville,n,6.2212718692
8055,cantet,n,8.3599737327
8056,cantillo,n,5.78723183243
8057,cantina,n,4.76172625974
8058,cantinflas,n,5.81427410644
8059,canto,n,7.18774774685
8060,canton,n,5.76524114342
8061,cantona,n,6.63093026082
8062,cantone,n,7.66531047413
8063,cantonese,a,5.80052749508
8064,cantonese,n,5.79565205747
8065,cantor,n,6.57511371666
8066,cantrell,n,6.15681578292
8067,canuck,n,6.17039991079
8068,canutt,n,5.24699291598
8069,canvas,n,6.33576549895
8070,canyon,n,5.21482695678
8071,cao,n,6.39404959138
8072,caouette,n,5.15091653429
8073,cap,n,5.22536591313
8074,cap,v,5.20443489279
8075,capa,n,5.06229981597
8076,capability,n,5.65910980722
8077,capable,a,5.48535150297
8078,capably,r,6.17944573851
8079,capacity,n,5.7127897077
8080,capaldi,n,6.13547794793
8081,caparzo,n,7.90828398078
8082,capcom,n,4.97719034915
8083,cape,n,5.41733422328
8084,caped,a,6.54019110671
8085,caped,n,6.7309933981
8086,capella,n,6.44196715238
8087,caper,n,5.77218620753
8088,caper,v,5.28688719058
8089,capetown,n,4.39848829705
8090,capitaine,n,7.55212695189
8091,capital,a,6.2985414212
8092,capital,n,5.50345137099
8093,capitalise,v,6.44756217784
8094,capitalism,n,5.87514307656
8095,capitalist,a,5.74931894729
8096,capitalist,n,5.59675220407
8097,capitalistic,a,5.64914606693
8098,capitalization,n,4.57509652283
8099,capitalize,v,4.60987370171
8100,capitan,n,6.32868140001
8101,capitol,n,5.67379044072
8102,capitulate,v,5.72530743849
8103,capitulation,n,6.28301298186
8104,caplan,n,7.35249923946
8105,capo,n,6.71316775649
8106,capoeira,n,5.89713001718
8107,capone,n,6.54402433165
8108,capote,n,6.69836537396
8109,capote,v,5.34494026055
8110,capp,n,4.86236642809
8111,cappella,n,6.87848608494
8112,cappello,n,7.03906141465
8113,capper,n,5.37321452385
8114,cappie,n,8.13194848456
8115,cappuccino,n,4.90884487881
8116,cappy,n,5.31022805232
8117,capra,n,6.71211442474
8118,capraesque,n,6.27972716777
8119,capri,n,5.30180614372
8120,caprica,n,6.39116481937
8121,caprice,n,6.6676950862
8122,capricious,a,5.73018960664
8123,capriciously,r,4.29775864324
8124,capricorn,n,5.54179525835
8125,caprio,n,6.0311466575
8126,capshaw,n,5.37195737881
8127,capsize,n,4.46304635721
8128,capsize,v,4.57143729142
8129,capstone,n,7.11440232971
8130,capsule,a,5.57524216708
8131,capsule,n,5.69035004434
8132,capt,n,5.84709739899
8133,captain,n,5.8709932206
8134,captain,v,5.8091626555
8135,captian,n,5.97116973665
8136,captin,n,8.16626560425
8137,caption,n,4.83390720581
8138,caption,v,5.97200523777
8139,captioning,n,5.02711860522
8140,captivate,n,7.2752986704
8141,captivate,v,7.16735893422
8142,captivated,a,7.95038943778
8143,captivates,n,7.68631435062
8144,captivating,a,7.24340125033
8145,captivatingly,r,7.12027452067
8146,captivation,n,5.67798377945
8147,captive,a,5.38709577511
8148,captive,n,5.39963157422
8149,captivity,n,5.29301581456
8150,captor,n,5.7142627008
8151,capture,n,6.16802280717
8152,capture,v,6.56479943624
8153,captured,n,6.56197381165
8154,capucine,n,4.43702603868
8155,capulet,n,6.41539459683
8156,capulets,n,5.30625083449
8157,caput,n,5.53573279612
8158,car,n,5.17376670071
8159,cara,n,6.35497358692
8160,caraboo,n,7.45521282701
8161,caracas,n,5.65140539729
8162,carachter,n,5.38164948163
8163,carachters,n,4.75225417568
8164,caracter,n,6.49700716035
8165,caracters,n,5.34691538676
8166,caradhras,n,7.13739769534
8167,caradine,n,4.85546047317
8168,caramel,n,5.90727480651
8169,carandiru,n,6.8337618641
8170,carangi,n,6.03121392408
8171,carat,n,6.40011897508
8172,carati,n,7.4168242375
8173,caravaggio,n,6.25361548093
8174,caravan,n,5.80715328756
8175,carax,n,6.0365781143
8176,carb,n,6.14217371326
8177,carbine,n,6.27764985609
8178,carbon,n,4.80998978827
8179,carbonell,n,7.25635877491
8180,carbonite,n,8.51984596991
8181,carcase,n,4.81444570924
8182,carcass,n,4.91288762536
8183,carcaterra,n,7.46641195362
8184,card,n,5.23066283247
8185,cardassian,a,6.74665253898
8186,cardassians,n,6.81791101585
8187,cardboard,n,3.81480641911
8188,cardcaptor,n,8.17331297944
8189,cardell,n,6.23925168939
8190,cardellini,n,5.78209986752
8191,cardiac,a,4.90292535547
8192,cardiff,n,5.75322587959
8193,cardigan,n,5.96997907573
8194,cardille,n,6.93068844407
8195,cardinal,a,4.0940926185
8196,cardinal,n,5.71938240841
8197,cardinale,n,6.87064777582
8198,cardiologist,n,5.47024716007
8199,cardona,n,4.50735893497
8200,cardone,n,5.42195622593
8201,cardos,n,5.10853626187
8202,cardoso,n,8.50903487737
8203,cardwell,n,6.89457299582
8204,care,n,5.80544023253
8205,care,v,4.68265815376
8206,careen,v,5.21325772437
8207,career,n,5.66269379052
8208,career,v,5.48702235165
8209,careerist,n,5.91528927714
8210,carefree,a,6.75271955794
8211,carefree,n,6.61361620193
8212,careful,a,6.064700709
8213,careful,n,6.19564088003
8214,carefully,r,6.26547129884
8215,caregiver,n,6.53646025874
8216,careless,a,5.0162330951
8217,carelessly,r,4.69916549273
8218,carelessness,n,5.16494795419
8219,carell,n,5.80486745635
8220,carer,n,5.95448222716
8221,caress,n,6.06546035908
8222,caress,v,5.96866801575
8223,caretaker,n,5.76430270512
8224,carew,n,7.08836001962
8225,carewe,n,6.61931165253
8226,carey,n,5.47402489545
8227,carface,n,5.96552999626
8228,carfax,n,7.09792261266
8229,cargill,n,6.59578962368
8230,cargo,n,5.22422722469
8231,carhart,n,6.35418543601
8232,caribbean,n,5.66367119066
8233,caribe,n,3.98528618079
8234,caribean,n,5.78635253758
8235,caribou,n,5.94998665232
8236,caricatural,a,4.17390925685
8237,caricature,n,4.67960666705
8238,caricature,v,4.93259946727
8239,caricatured,a,5.19906138186
8240,caricaturish,a,5.37634619927
8241,carice,n,7.00893391027
8242,caries,v,4.31770657089
8243,caril,n,8.14636274568
8244,carillo,n,6.19673410107
8245,carina,n,5.97127056047
8246,carine,n,7.92463094597
8247,caring,n,6.27450660604
8248,carioca,n,6.46750562928
8249,carion,n,7.22569104097
8250,cariou,n,6.68638999084
8251,carjack,v,5.38054734974
8252,carjacker,n,4.67174161179
8253,carjackers,n,4.3839350707
8254,carjacking,n,5.66362496663
8255,carl,n,6.28463213401
8256,carla,n,6.27956610544
8257,carle,n,6.97886700968
8258,carleton,n,5.59683369845
8259,carley,n,6.43625637743
8260,carlie,n,7.08152883382
8261,carlin,n,6.07393881045
8262,carlino,n,6.34438884117
8263,carlisle,n,5.83248690041
8264,carlito,n,6.12362882097
8265,carlitos,n,5.28484198103
8266,carlo,n,5.94178469684
8267,carload,n,5.18313201421
8268,carlos,n,6.00144872843
8269,carlotta,n,6.62286251856
8270,carlsbad,n,6.01461400329
8271,carlsen,n,7.55321661436
8272,carlson,n,5.8558381694
8273,carlton,n,5.6543679539
8274,carlucci,n,6.04950504783
8275,carly,n,5.50282901561
8276,carly,r,4.96849615038
8277,carlyle,n,5.49091052797
8278,carlysle,n,5.22311815763
8279,carmack,n,3.69141345287
8280,carman,n,5.17818997099
8281,carmel,n,6.52845973349
8282,carmela,n,6.7140298725
8283,carmella,n,5.16926451729
8284,carmelo,n,6.08809031534
8285,carmen,n,5.70553509295
8286,carmichael,n,6.50742931938
8287,carmilla,n,5.65233231335
8288,carmina,n,6.46181128145
8289,carmine,n,6.70623487123
8290,carmody,n,5.48713087225
8291,carnaby,n,6.96908248541
8292,carnage,n,5.55774385718
8293,carnage,v,5.45344954183
8294,carnahan,n,5.8794770901
8295,carnal,a,6.11582709917
8296,carnal,n,6.15528116018
8297,carnality,n,5.69286093661
8298,carnation,n,5.85974104498
8299,carnby,n,2.62073893444
8300,carne,n,6.87509569835
8301,carnegie,n,6.32940267959
8302,carnera,n,7.07213687522
8303,carnes,n,4.76340120591
8304,carnet,n,6.97586732257
8305,carney,n,6.36589834315
8306,carnies,n,5.502811669
8307,carnimeo,n,6.57469703786
8308,carnival,n,5.35872286585
8309,carnivale,n,6.38124193337
8310,carnivore,n,4.76043351774
8311,carnivorous,a,4.95004304368
8312,carnivorous,n,2.44954936844
8313,carnosaur,n,3.58007191141
8314,carnovsky,n,7.20984230363
8315,carns,n,7.57252231094
8316,carny,a,5.94680415479
8317,carny,n,6.03311137158
8318,caro,n,6.5269196367
8319,carol,n,6.0130520263
8320,carola,n,7.51735741413
8321,carolco,n,5.53274788026
8322,carole,n,6.20487365428
8323,carolina,n,5.84377024358
8324,caroline,n,6.08599684198
8325,caroll,n,6.4368254472
8326,carolla,n,7.32787109877
8327,carolyn,n,6.47243227978
8328,carom,n,7.00318191284
8329,caron,n,6.24402191074
8330,carouse,v,6.58288331786
8331,carousel,n,5.97092347335
8332,carousing,n,6.4074684051
8333,carp,n,5.15568822029
8334,carp,v,7.19531981459
8335,carpathia,n,5.59247520285
8336,carpathian,a,5.4169928252
8337,carpathian,n,5.11563520829
8338,carpe,n,6.5449847601
8339,carpenter,n,5.76237434743
8340,carpentry,n,5.08581244156
8341,carpet,n,5.46272655955
8342,carpetbagger,n,6.14485763116
8343,carpeting,n,4.2706031558
8344,carping,n,5.42316376
8345,carpio,n,7.92884602572
8346,carpool,n,4.73458642333
8347,carr,n,5.31983892414
8348,carradine,n,5.38274913058
8349,carrasco,n,8.88466204644
8350,carraway,n,4.83115544151
8351,carre,n,6.34549618365
8352,carreer,n,4.63001538156
8353,carrel,n,5.54816762702
8354,carrell,n,5.36819786407
8355,carrer,n,5.36781696897
8356,carrera,n,5.06802144241
8357,carreras,n,5.48358986294
8358,carrere,n,5.14980309697
8359,carrey,a,5.63322674752
8360,carrey,n,5.73354216464
8361,carreys,n,5.77907896808
8362,carriage,n,5.79184901623
8363,carribbean,n,5.43578139372
8364,carribean,n,6.27488759727
8365,carridine,n,5.91323191292
8366,carrie,n,5.82412028899
8367,carrier,n,5.01536597417
8368,carriere,n,5.56816960702
8369,carrigan,n,5.30741441247
8370,carrillo,n,6.07409563614
8371,carrington,n,6.45071605331
8372,carrion,n,5.34435522801
8373,carrol,n,5.78175308902
8374,carroll,n,6.40264629358
8375,carroon,n,6.84300367882
8376,carrot,n,4.78525609127
8377,carruth,n,6.22157728252
8378,carruthers,n,5.87934395263
