word,score
farrier,0
farrow,0
farrowing,0
farseeing,0.5
farsi,0
farsighted,0.25
farsightedness,-0.25
fart,0
farther,-0.125
farthermost,0
farthest,0
farthing,0
farthingale,0
farting,0
fartlek,-0.125
faruk_i,0
fas,0
fasces,0
fascia,0
fascicle,0
fasciculation,0
fascicule,0
fasciculus,0
fascinate,0.5
fascinated,0.125
fascinating,0.5
fascinatingly,0.25
fascination,0.375
fasciola,0
fasciola_hepatica,0
fascioliasis,-0.25
fasciolidae,0
fasciolopsiasis,0
fasciolopsis,0
fasciolopsis_buski,0
fasciolosis,-0.25
fascism,0
fascist,0
fascista,0
fascistic,0
fashion,0.5
fashion_arbiter,0
fashion_business,0
fashion_consultant,0
fashion_designer,0
fashion_industry,0
fashion_model,0
fashion_plate,0
fashionable,0.375
fashionably,0.125
fashioned,0
fashioning,0
fashionmonger,0
fast,0.25
fast-breaking,0
fast-flying,0
fast-footed,0
fast-growing,-0.125
fast-paced,0
fast_asleep,-0.125
fast_break,0
fast_buck,0.25
fast_day,0
fast_dye,0
fast_food,0
fast_lane,0.25
fast_of_ab,0
fast_of_av,0
fast_of_esther,0
fast_of_gedaliah,0
fast_of_tammuz,0
fast_of_tevet,0
fast_of_the_firstborn,0.125
fast_one,-0.125
fast_reactor,0
fast_time_scale,0
fast_track,0
fastball,0
fasten,0
fasten_on,0
fastened,0
fastener,0
fastening,0
faster,0
fastest,0
fastidious,0.5
fastidiously,0.375
fastidiousness,0.375
fastigiate,0
fasting,0
fastnacht,0
fastness,0
fat,0.75
fat-free,-0.5
fat-soluble,0
fat-soluble_vitamin,-0.125
fat_cat,0.125
fat_cell,0
fat_chance,-0.625
fat_embolism,0
fat_farm,0
fat_hen,0
fat_metabolism,0
fat_person,0
fat_tuesday,0
fata_morgana,-0.125
fatah,0
fatah-rc,0
fatah_revolutionary_council,0
fatah_tanzim,0
fatal,-0.75
fatal_accident,-0.125
fatalism,0
fatalist,0.375
fatalistic,0.375
fatality,-0.75
fatality_rate,0
fatally,0
fatback,0
fate,0
fated,0
fateful,-0.75
fatefully,0.25
fathead,0
fatheaded,0.375
father,0
father's_day,0
father-figure,0
father-god,0
father-in-law,0
father_brown,0
father_christmas,0.25
father_figure,0
father_of_radio,0
father_of_the_church,0
father_of_the_submarine,0
father_surrogate,0
fatherhood,0.125
fatherland,0
fatherless,-0.625
fatherlike,0.375
fatherliness,0.25
fatherly,0.375
fathom,0
fathomable,0.625
fathometer,0
fatigability,-0.25
fatigue,-0.5
fatigue_crack,0
fatigue_duty,0
fatigue_fracture,-0.25
fatigue_party,0
fatigued,0.125
fatigues,0
fatiha,0
fatihah,0
fatima,0
fatimah,0
fatism,0
fatless,-0.5
fatness,0
fats_domino,0
fats_waller,0
fatso,0
fatten,0
fatten_out,0
fatten_up,0
fattened,0
fattening,0
fattiness,0
fattish,0.25
fattism,0
fatty,0.125
fatty_acid,0
fatty_liver,-0.375
fatty_oil,-0.125
fatty_tissue,0
fatuity,0.125
fatuous,0.375
fatuously,0
fatuousness,0.125
fatwa,0.5
fatwah,0
faubourg,0
faucal,0
fauces,0
faucet,0
faucial_tonsil,0
fauld,0
faulkner,0
fault,-0.875
fault_line,0
faultfinder,0
faultfinding,-0.5
faultily,0.25
faultiness,0.25
faulting,0
faultless,-0.625
faultlessly,-0.25
faultlessness,0.125
faulty,-0.625
faun,0
fauna,-0.375
fauntleroy,-0.25
faunus,0
faust,0
faustian,0.25
fausto_paolo_sozzini,0
faustus,0
faustus_socinus,0
fauteuil,0
fauve,0
fauvism,0.125
fauvist,0
faux,-0.75
faux_pas,0
fava_bean,0
faveolate,0
favism,0
favor,0.625
favorable,0.75
favorable_position,0.625
favorable_reception,0.375
favorableness,0.5
favorably,0.5
favored,0.25
favorite,0.25
favorite_son,0
favoritism,0
favour,0.625
favourable,0.75
favourable_position,0.625
favourable_reception,0.375
favourableness,0.5
favourably,0.5
favourite,0.25
favouritism,0
favus,0
fawkes,0
fawn,0.125
fawn-colored,0
fawn-coloured,0
fawn_lily,0
fawner,0.625
fawning,0
fax,0
fay,0
fayetteville,0
faze,0.25
fazed,-0.25
fbi,0
fbi_agent,0
fcc,0
fcs,0
fda,0
fdic,0
fdr,0
fe,0
feabane_mullet,0
fealty,0
fear,-0.875
fearful,-0.875
fearfully,0.25
fearfulness,-0.875
fearless,0.25
fearlessly,0
fearlessness,-0.625
fearsome,-0.625
fearsomely,0.25
feasibility,0.125
feasible,0.375
feasibleness,0.125
feasibly,0.125
feast,0.25
feast_day,0
feast_of_booths,0
feast_of_dedication,0
feast_of_dormition,0
feast_of_lights,0
feast_of_sacrifice,-0.5
feast_of_tabernacles,0
feast_of_the_circumcision,0
feast_of_the_dedication,0
feast_of_the_unleavened_bread,0
feast_of_weeks,0
feast_one's_eyes,0.5
feasting,0
feat,0.25
feather,0.125
feather-foil,0
feather_ball,-0.25
feather_bed,0
feather_boa,0
feather_geranium,0
feather_one's_nest,0
feather_palm,0.25
feather_reed_grass,0
feather_star,0
featherbed,-0.125
featherbedding,0
featherbrained,-0.5
feathered,-0.25
featheredge,0.25
featheredged,0
featherfoil,0
featheriness,-0.125
feathering,0
featherless,0
featherlike,-0.125
feathertop,0
feathertop_grass,0
featherweight,-0.125
feathery,-0.125
feature,0.125
feature_article,0
feature_film,0
feature_of_speech,0
featured,-0.125
featureless,0.25
feb,0
feb_2,0
febricity,0
febrifuge,0
febrile,-0.5
febrility,0
february,0
february_12,0
february_14,0
february_2,0
february_22,0
february_29,0
february_daphne,0
february_revolution,0
fecal,-0.25
fecal_impaction,-0.25
fecal_matter,0
fecal_occult_test,0
fecalith,-0.125
feces,0
fechner,0
fechner's_law,0
feckless,-0.25
fecklessly,0.25
fecklessness,0
fecula,0
feculence,0.5
feculent,-0.25
fecund,0.75
fecundate,0.125
fecundation,0
fecundity,0.75
fed,0
fed_up,0.25
fedayeen,0
fedayeen_saddam,0
fedelline,0.125
federal,0
federal_agency,0
federal_agent,0
federal_aviation_agency,0
federal_bureau_of_investigation,0
federal_bureau_of_prisons,0
federal_communications_commission,0
federal_court,0
federal_deficit,0
federal_democratic_republic_of_ethiopia,0
federal_department,0
federal_deposit_insurance_corporation,0
federal_district,0
federal_emergency_management_agency,0
federal_government,0
federal_home_loan_bank_system,0
federal_home_loan_mortgage_corporation,0
federal_housing_administration,0
federal_islamic_republic_of_the_comoros,0
federal_job_safety_law,0
federal_judiciary,0
federal_law_enforcement_training_center,0
federal_national_mortgage_association,0
federal_office,0
federal_official,0
federal_party,0
federal_protective_service,0
federal_republic_of_germany,0
federal_republic_of_nigeria,0
federal_republic_of_yugoslavia,0
federal_reserve,0
federal_reserve_bank,0
federal_reserve_board,0
federal_reserve_note,0
federal_reserve_system,0
federal_savings_bank,0
federal_security_bureau,0
federal_security_service,0
federal_soldier,0
federal_tax_lien,0
federal_trade_commission,0
federalisation,0
federalise,0
federalism,0
federalist,0
federalist_party,0
federalization,0
federalize,0
federally,0
federate,0
federated,0
federated_states_of_micronesia,0
federation,0
federation_of_saint_kitts_and_nevis,0
federation_of_tribes,0
federative_republic_of_brazil,0
federico_fellini,0
federita,0
fedora,0
fee,0.375
fee-tail,0
fee_simple,0.125
fee_splitting,0
fee_tail,-0.5
feeble,-0.5
feebleminded,0.25
feeblemindedness,-0.75
feebleness,-0.5
feebly,0.25
feed,-0.5
feed_back,0.125
feed_bunk,0
feed_grain,0
feed_in,-0.5
feed_on,0
feed_upon,0
feedback,0
feedback_circuit,0
feedback_loop,0
feedbag,0
feeder,0.375
feeder_line,0
feeding,0
feeding_bottle,0
feeding_chair,0
feedlot,0
feedstock,0
feel,0.375
feel_for,-0.875
feel_like,0.125
feel_like_a_million,0.875
feel_like_a_million_dollars,0.875
feel_out,0
feeler,0
feeling,-0.25
feeling_of_movement,0
feelingly,-0.25
feelings,0.375
feetfirst,0
fehling's_solution,0
feifer,0
feign,-0.25
feigned,-0.75
feigning,-0.5
feijoa,0
feijoa_bush,0
feint,-0.375
feist,0
feisty,0.625
felafel,0
feldene,0
feldspar,0
felicia,0
felicia_amelloides,0
felicia_bergeriana,0
felicitate,0
felicitation,0.625
felicitous,0.75
felicitously,0.25
felicitousness,0.5
felicity,1
felid,0
felidae,0
feline,0
felis,0
felis_bengalensis,0
felis_catus,0
felis_chaus,0
felis_concolor,0
felis_domesticus,0
felis_manul,0
felis_ocreata,0
felis_onca,0
felis_pardalis,0
felis_serval,0
felis_silvestris,0
felis_tigrina,0
felis_wiedi,0
felis_yagouaroundi,0
felix_klein,0
felix_mendelssohn,0
feliz_lusitania,0
fell,-0.625
fella,0
fellah,0
fellata,0
fellate,0.125
fellatio,0
fellation,0
felled_seam,0
feller,0
fellini,0
felloe,0
fellow,0.125
fellow_feeling,-0.625
fellow_member,0
fellow_traveler,-0.625
fellow_traveller,-0.625
fellow_worker,-0.125
fellowship,0
felly,0
felo-de-se,0
felon,-0.25
felonious,0.125
felony,0
felspar,0
felt,0
felt-tip_pen,0
felt-tipped_pen,0
felt_fern,0
felt_fungus,0
felt_hat,0
felt_tip,0
felt_up,0
felted,0
felucca,0
felwort,0
fema,0
female,0
female_aristocrat,0
female_body,0
female_bonding,0
female_chest,0
female_child,0.125
female_circumcision,0
female_genital_organ,0
female_genitalia,0
female_genitals,0
female_horse,0
female_internal_reproductive_organ,0
female_mammal,0
female_monarch,0
female_offspring,0
female_parent,0
female_person,0
female_reproductive_system,0
female_sibling,0
femaleness,0
feminine,-0.5
feminineness,0
femininity,0
feminisation,0
feminise,0.5
feminism,0
feminist,0
feminist_movement,0
feminization,0
feminize,0.5
femme_fatale,0
femoral,0
femoral_artery,0
femoral_biceps,0
femoral_nerve,0
femoral_pulse,0
femoral_vein,0
femoris,0
femtochemistry,0
femtometer,0
femtometre,0
femtosecond,0
femtovolt,0
femur,0
fen,0
fen_orchid,0
fen_orchis,0
fence,0
fence-sitter,0
fence_in,0
fence_line,0
fence_lizard,0
fence_mending,0
fence_rail,0
fencelike,0
fencer,0.125
fencer's_mask,0
fencesitter,0
fencing,0
fencing_mask,0
fencing_material,0
fencing_stick,0
fencing_sword,0
fend,-0.5
fend_for,0
fend_off,0
fender,-0.25
fender-bender,0
fenestella,0
fenestra,0
fenestra_cochleae,0
fenestra_of_the_cochlea,0
fenestra_of_the_vestibule,0
fenestra_ovalis,0
fenestra_rotunda,0
fenestra_vestibuli,0
fenestral,0
fenestration,0
feng_shui,0
fengtien,0
fenland,0
fennel,0
fennel_flower,0
fennel_seed,0
fennic,0
fenoprofen,-0.75
fenoprofen_calcium,-0.75
fenrir,0
fentanyl,0
fenugreek,0
fenugreek_seed,0
fenusa,0.125
fenusa_pusilla,0
feodor_dostoevski,-0.625
feodor_dostoevsky,-0.625
feodor_dostoyevsky,-0.625
feodor_mikhailovich_dostoevski,-0.625
feodor_mikhailovich_dostoevsky,-0.625
feodor_mikhailovich_dostoyevsky,-0.625
feoff,0
feosol,0
fer-de-lance,0
feral,-0.375
feral_man,-0.125
ferber,0
ferdinand,0.125
ferdinand_and_isabella,0
ferdinand_de_lesseps,0
ferdinand_de_saussure,0
ferdinand_i,0
ferdinand_ii,0
ferdinand_iii,0
ferdinand_joseph_la_menthe_morton,0
ferdinand_julius_cohn,0
ferdinand_magellan,0
ferdinand_of_aragon,0.125
ferdinand_the_catholic,0.125
ferdinand_the_great,0
ferdinand_v,0.125
ferdinand_victor_eugene_delacroix,0
fere_phenomenon,0
ferenc_molnar,0
fergon,0
fergusonite,0
feria,-0.375
ferial,0
ferine,-0.375
fermat,0
fermata,-0.5
ferment,0.5
fermentable,0.625
fermentation,0
fermentation_alcohol,-0.125
fermenting,0
fermentologist,0
fermi,0
fermi-dirac_statistics,0
fermion,0
fermium,0
fern,0
fern_ally,0
fern_family,0
fern_genus,0
fern_palm,0
fern_rhapis,0.25
fern_seed,0
fernand_leger,0
fernao_magalhaes,0
ferned,-0.5
fernless,0.375
fernlike,0.25
ferny,-0.5
ferocactus,0
ferocious,0
ferociously,0
ferociousness,-0.125
ferocity,-0.125
ferrara,0
ferret,0
ferret-sized,0.125
ferret_badger,0
ferret_out,0
ferric,0
ferric_oxide,0
ferricyanic_acid,0
ferricyanide,0
ferrimagnetism,0
ferris_wheel,0
ferrite,0
ferritin,0
ferrocerium,0
ferroconcrete,0
ferrocyanic_acid,0
ferrocyanide,0
ferromagnetic,0
ferromagnetism,0
ferrous,0
ferrule,0
ferry,0
ferryboat,0
ferrying,0
ferryman,0
fertile,0.75
fertile_crescent,0
fertile_period,0
fertile_phase,0
fertilisation,0
fertilise,0.125
fertiliser,0
fertility,0.5
fertility_drug,0
fertility_rate,0
fertilizable,0.625
fertilization,0
fertilization_age,0
fertilization_membrane,0
fertilize,0.125
fertilized_egg,0
fertilized_ovum,0
fertilizer,0
ferule,0
fervency,0.125
fervent,-0.375
fervently,0
fervid,-0.375
fervidly,0
fervidness,0.125
fervor,0.125
fervour,0.125
fes,0
fescue,0
fescue_grass,0
fess,0
fess_up,0
fesse,0
festal,0
fester,-0.5
festering,-0.25
festinate,0
festination,-0.25
festival,0
festival_of_lights,0
festive,0
festivity,0.125
festoon,0
festoonery,0
festschrift,0
festuca,0
festuca_elatior,0
festuca_ovina,0
fet,0
fetal,0
fetal_age,0
fetal_alcohol_syndrome,0
fetal_circulation,0
fetal_distress,0.125
fetal_membrane,0
fetal_monitor,0
fetal_movement,0
fetch,0
fetch_up,0
fetching,0.625
fete,0
fete_champetre,0
fete_day,0
feterita,0
fetich,-0.125
fetichism,0
feticide,0
fetid,-0.75
fetid_bugbane,-0.125
fetid_horehound,-0.125
fetidness,-0.375
fetish,0.375
fetishism,0
fetishist,0.375
fetishize,0
fetlock,0
fetlock_joint,0
fetology,0
fetometry,0
fetoprotein,0
fetor,-0.75
fetoscope,0
fetoscopy,0
fetter,0
fetter_bone,0
fetter_bush,0
fetterbush,0
fettered,0
fettle,0.75
fettuccine,0
fettuccine_alfredo,0
fettuccini,0
fetus,0.25
feud,0.125
feudal,0
feudal_lord,-0.125
feudal_lordship,-0.125
feudal_system,0
feudalism,0
feudalistic,0
feudalize,0
feudally,0.25
feudatory,-0.25
fever,-0.125
fever_blister,-0.25
fever_pitch,0.25
fever_tree,0.125
fevered,0.625
feverfew,0
feverish,-0.5
feverishly,0.25
feverishness,0
feverous,-0.5
feverroot,0
few,0
few-flowered_leek,0
fewer,0
fewest,0
fewness,-0.25
fey,-0.375
feynman,0
fez,0
fha,0
fhlmc,0
fiance,0
fiancee,0
fiasco,-0.375
fiat,0
fiat_money,0.125
fib,-0.375
fibber,0
fibbing,0.125
fiber,0.5
fiber-optic,0
fiber-optic_transmission_system,0
fiber_bundle,0
fiber_optic_cable,0
fiber_optics,0
fiberboard,0
fiberglass,0
fiberoptic,0
fiberoptics,0
fiberscope,0
fibonacci_number,0
fibonacci_sequence,0
fibre,0.5
fibre-optic,0
fibre-optic_transmission_system,0
fibre_bundle,0
fibre_optic_cable,0
fibre_optics,0
fibreboard,0
fibreglass,0
fibreoptic,0
fibreoptics,0
fibril,0
fibrillate,0
fibrillation,0
fibrillose,-0.375
fibrin,0
fibrinase,0
fibrinogen,0
fibrinolysin,0
fibrinolysis,0
fibrinopeptide,0
fibrinous,0.125
fibroadenoma,-0.25
fibroblast,0
fibrocalcific,-0.125
fibrocartilage,0
fibrocartilaginous,0
fibrocystic_breast_disease,0
fibrocystic_disease_of_the_breast,0
fibrocystic_disease_of_the_pancreas,0
fibroid,-0.125
fibroid_tumor,-0.125
fibroma,-0.125
fibromyositis,-0.25
fibrosis,0
fibrositis,-0.25
fibrosity,0.125
fibrous,-0.5
fibrous-rooted_begonia,0
fibrous_astrocyte,0
fibrous_dysplasia_of_bone,-0.625
fibrous_joint,0
fibrous_tissue,0
fibrousness,0.125
fibrovascular_bundle,0
fibula,0
fibular_vein,0
fica,0
fice,0
fichu,0
fickle,-0.375
fickleness,-0.125
fictile,0
fiction,-0.75
fictional,0
fictional_animal,0
fictional_character,0
fictionalisation,0
fictionalise,0
fictionalization,0
fictionalize,0
fictitious,0
fictitious_character,0
fictitious_name,0
fictitious_place,0
fictitiously,0.25
fictive,0.625
ficus,0
ficus_aurea,0
ficus_bengalensis,0
ficus_carica,0
ficus_carica_sylvestris,0
ficus_deltoidea,0
ficus_diversifolia,0
ficus_elastica,0
ficus_religiosa,0.125
ficus_rubiginosa,0
ficus_sycomorus,0
fiddle,-0.125
fiddle-faddle,0.375
fiddle-shaped,0.25
fiddle_with,0.375
fiddlehead,0.125
fiddlehead_fern,0
fiddleneck,0
fiddler,0.375
fiddler_crab,0
fiddlestick,0
fiddling,-0.125
fidel_castro,0
fidel_castro_ruz,0
fidelity,0.375
fidget,-0.125
fidgetiness,-0.125
fidgety,-0.625
fiducial,0.125
fiduciary,0.125
fiduciary_duty,0.125
fiduciary_relation,0
fiedler,0
fief,0
fiefdom,0.25
field,0.25
field-crop,0
field-effect_transistor,0
field-emission_microscope,0
field-grade_officer,0.25
field-pea_plant,0
field-sequential_color_television,0
field-sequential_color_television_system,0
field-sequential_color_tv,0
field-sequential_color_tv_system,0
field-test,0
field_artillery,0
field_balm,0
field_bean,0
field_bindweed,0
field_brome,0
field_capacity,0
field_chamomile,0
field_chickweed,0
field_coil,0
field_corn,0
field_cricket,0
field_crop,0
field_day,0
field_emission,0
field_event,0
field_game,0
field_garlic,0
field_general,0
field_glass,0
field_glasses,0
field_goal,0
field_guide,0
field_gun,0
field_hand,0
field_hockey,0
field_hockey_ball,0
field_horsetail,0
field_hospital,0
field_house,0
field_hut,0.125
field_intensity,0
field_judge,0
field_lens,0
field_line,0
field_lupine,0
field_magnet,0
field_maple,0
field_marigold,0
field_marshal,0.375
field_mint,0
field_mouse,0
field_mouse-ear,0
field_mushroom,0
field_mustard,0
field_of_battle,0
field_of_fire,0
field_of_force,0
field_of_honor,0
field_of_operation,0
field_of_operations,0
field_of_regard,0.125
field_of_study,0
field_of_view,0
field_of_vision,0.125
field_officer,0.25
field_pansy,0
field_pea,0
field_pennycress,0
field_poppy,0
field_press_censorship,0
field_pussytoes,0
field_ration,0
field_sandbur,0
field_scabious,0
field_soybean,0
field_spaniel,0
field_sparrow,0
field_speedwell,0
field_sport,0
field_strength,0
field_strength_unit,0
field_tent,0
field_test,0
field_theory,0
field_thistle,0
field_trial,0
field_trip,0
field_winding,0
field_work,0
field_wormwood,0
fielder,0
fielder's_choice,0
fieldfare,0
fieldhand,0
fielding,0
fielding_average,0
fieldmouse,0
fields,0
fieldsman,0
fieldstone,0
fieldwork,0
fieldworker,0
fiend,-0.5
fiendish,-0.75
fiendishly,-0.375
fierce,-0.625
fiercely,0.125
fierceness,-0.125
fieri_facias,0
fierily,0
fieriness,-0.125
fiery,-0.25
fiesta,0
fiesta_flower,0
fife,0
fife_rail,0
fifo,0
fifteen,0
fifteenth,0
fifth,0
fifth_amendment,0
fifth_avenue,0
fifth_column,0
fifth_columnist,0
fifth_cranial_nerve,0
fifth_crusade,0
fifth_lateran_council,0
fifth_part,0
fifth_wheel,0
fifthly,0
fifties,0
fiftieth,0
fifty,0
fifty-cent_piece,0
fifty-eight,0
fifty-fifth,0
fifty-fifty,-0.125
fifty-five,0
fifty-four,0
fifty-nine,0
fifty-one,0
fifty-seven,0
fifty-six,0
fifty-three,0
fifty-two,0
fifty_dollar_bill,0
fifty_percent,0
fig,0
fig-bird,0
fig-shaped,0
fig_leaf,0
fig_marigold,0
fig_moth,0
fig_out,0
fig_tree,0
fig_up,0
fig_wax,0
figeater,0
fight,-0.125
fight_back,0.125
fight_down,0.125
fight_off,0
fighter,0
fighter_aircraft,0
fighter_pilot,0
fighting,0
fighting_chair,0
fighting_cock,0
fighting_french,0
fighting_joe_hooker,0
figment,0.25
figural,0
figural_blindness,-0.375
figuration,0
figurative,0
figuratively,0
figure,-0.375
figure_eight,0
figure_loom,0.125
figure_of_eight,0
figure_of_merit,0
figure_of_speech,0
figure_out,0
figure_skate,0
figure_skating,0
figured,0
figured-fabric_loom,0.125
figured_bass,0
figurehead,0
figurer,0
figurine,0
figuring,0
figwort,0
figwort_family,0
fiji,0
fiji_dollar,0
fiji_islands,0
fijian,0
fijis,0
filaggrin,0
filago,0
filago_germanica,0
filagree,-0.25
filament,0
filamentlike,0.125
filamentous,0.125
filar,0
filaree,0
filaria,0
filarial,0.375
filariasis,-0.375
filariid,0
filariidae,0
filature,0
filbert,0
filch,-0.125
file,0
file-like,0
file_allocation_table,0
file_away,0
file_cabinet,0
file_clerk,0
file_folder,0
file_in,0
file_name,0
file_name_extension,0
file_out,0
file_server,0
file_system,0
file_transfer_protocol,0
filefish,0
filename,0
filename_extension,0
filer,0
filet,-0.125
filet_de_boeuf_en_croute,-0.25
filet_mignon,0
filial,0
filial_duty,0
filial_love,0
filiate,0
filiation,0
filibuster,-0.25
filibusterer,0
filicales,0
filicide,0
filicinae,0
filicopsida,0
filiform,0.125
filigree,0.875
filing,0
filing_cabinet,0
filing_clerk,0
filing_system,0
filipino,0
filippino_lippi,0
filippo_brunelleschi,0.125
fill,-0.375
fill-in,0
fill_again,0
fill_in,-0.25
fill_out,-0.5
fill_the_bill,0.5
fill_up,-0.125
fillagree,-0.25
fille,0
fille_de_chambre,0
filled,0.25
filler,0
fillet,0
fillet_of_sole,0.125
filling,0
filling_station,0.25
fillip,0.375
fillmore,0
filly,0
film,0
film-make,0
film_advance,0
film_clip,0
film_company,0
film_director,0
film_editing,0
film_fern,0
film_festival,0
film_industry,0
film_maker,0
film_making,0
film_noir,0
film_over,0
film_producer,0
film_projector,0
film_star,0
film_writer,0
filmable,0
filmdom,0
filmed,0
filming,0
filmmaker,0
filmy,0
filmy_fern,0
filoviridae,-0.125
filovirus,0
fils,0.25
filter,0
filter-tipped,0
filter-tipped_cigarette,0
filter_bed,0
filter_out,0
filter_paper,0
filter_tip,0
filth,-0.625
filthily,0
filthiness,-0.625
filthy,-0.875
filthy_lucre,0
filtrate,0
filtration,0
filtration_surgery,0
filum,0
fimbria,0
fimbriate,0.375
fin,0
fin_de_siecle,0
fin_keel,0
fin_whale,0
finable,-0.5
finagle,0
finagler,-0.25
final,-0.625
final_cause,0
final_cut,0
final_decision,0
final_exam,0
final_examination,0
final_injunction,0
final_judgment,0
final_payment,0
final_period,0
final_result,0
final_solution,0
final_stage,0
finale,0
finalisation,0
finalise,0
finalist,0
finality,0.25
finalization,0
finalize,0
finally,0
finance,0
finance_committee,0
finance_company,0
finance_minister,0
finances,0
financial,0.25
financial_aid,0.125
financial_analyst,0.25
financial_audit,0.125
financial_backing,0
financial_center,0
financial_condition,0
financial_crimes_enforcement_network,0
financial_forecast,0
financial_gain,0
financial_institution,0
financial_loss,0
financial_management_service,0
financial_obligation,0
financial_officer,0
financial_organisation,0
financial_organization,0
financial_statement,0.125
financial_support,0
financial_year,0
financially,0
financier,0
financing,0
finback,0
finback_whale,0
fincen,0
finch,0
find,0.625
find_fault,-0.375
find_oneself,0
find_out,-0.125
finder,0
finder's_fee,0
finding,0
finding_of_fact,0
finding_of_law,0
findings,0
fine,0.625
fine-grained,0
fine-leafed,0
fine-leaved,0
fine-leaved_heath,0
fine-looking,0.625
fine-textured,0.125
fine-tooth,0
fine-tooth_comb,0.125
fine-toothed,0
fine-toothed_comb,0.125
fine-tune,0.25
fine_art,0
fine_arts,0
fine_print,0
fine_spray,0
fine_structure,0
fineable,-0.5
finedraw,0
finely,0.625
fineness,0.875
finer,0.75
finery,-0.25
fines_herbes,0.125
finespun,0.5
finesse,0.125
fingal's_cave,0
finger,0
finger's_breadth,0
finger-flower,0
finger-paint,0
finger-painting,0
finger-pointing,-0.125
finger-roll,0
finger-root,0
finger-spell,0
finger_alphabet,0
finger_bowl,0
finger_cymbals,0
finger_food,0
finger_grass,0
finger_hole,0
finger_lakes,0
finger_millet,0
finger_paint,0
finger_plate,0
finger_scan,0
finger_scanning,0
finger_spelling,0
finger_wave,0
fingerboard,0
fingerbreadth,0
fingered,-0.375
fingerflower,0
fingering,0
fingerless,-0.75
fingerlike,-0.125
fingerling,0
fingermark,-0.625
fingernail,0
fingerpaint,0
fingerpointing,-0.125
fingerpost,0
fingerprint,-0.625
fingerprint_expert,0
fingerprint_man,0
fingerprint_specialist,0
fingerprinting,0
fingerroot,0
fingerspell,0
fingerspelling,0
fingerstall,-0.125
fingertip,0
finial,0
finical,0
finicky,0
finis,0
finish,0.625
finish_coat,0
finish_line,0
finish_off,0
finish_out,0
finish_up,0
finished,0.75
finisher,0
finishing,-0.125
finishing_coat,0
finishing_line,0
finishing_school,0
finishing_touch,0.375
finite,0
finitely,0
finiteness,0.125
finitude,0.125
fink,-0.375
finland,0
finn,0
finnan,0
finnan_haddie,0
finnan_haddock,0
finnbogadottir,0
finnic,0
finnish,0
finnish_capital,0
finnish_mark,0
finnish_monetary_unit,0
finno-ugrian,0
finno-ugric,0
finno-ugric-speaking,0
finocchio,0
fiord,0
fipple,0
fipple_flute,0
fipple_pipe,0
fir,-0.125
fir_clubmoss,0
fir_cone,0
fir_tree,0
fire,-0.75
fire-bellied_toad,0
fire-bush,0
fire-eater,-0.125
fire-on-the-mountain,0
fire-raising,0
fire-resistant,-0.625
fire-resisting,-0.625
fire-resistive,-0.625
fire-retardant,-0.625
fire-swallower,0
fire-wheel,0
fire-worship,0
fire_alarm,-0.25
fire_and_brimstone,0
fire_ant,-0.25
fire_beetle,0
fire_bell,0
fire_blight,0
fire_brigade,0
fire_bush,0
fire_chief,0
fire_code,0
fire_company,0
fire_control,0
fire_control_radar,0
fire_control_system,0
fire_department,0
fire_door,0
fire_drill,0
fire_engine,0
fire_escape,0
fire_extinguisher,0
fire_fighter,0
fire_hook,0
fire_hose,0
fire_hydrant,0
fire_insurance,0.125
fire_iron,0
fire_marshal,0
fire_marshall,0
fire_opal,0
fire_pink,0
fire_pit,0
fire_salamander,0
fire_sale,-0.375
fire_screen,-0.125
fire_ship,0
fire_station,0
fire_thorn,0
fire_tongs,0
fire_tower,0
fire_tree,0
fire_trench,0
fire_truck,0
fire_up,0.125
fire_walker,-0.125
fire_walking,0
fire_warden,0
fire_watcher,0
fire_watching,0
fire_wheel,0
firearm,0
fireball,0.25
firebase,0
firebird,0
fireboat,0
firebomb,0
firebox,0
firebrand,-0.5
firebrat,0
firebreak,0
firebrick,0
firebug,-0.125
fireclay,0
firecracker,0
fired,0
firedamp,0
firedog,0
firedrake,0
firefighter,0
firefly,0
fireguard,-0.125
firehouse,0
firelight,0
firelighter,0
firelock,0
fireman,-0.5
fireman's_ax,0
fireman's_axe,0
fireman's_carry,0
firenze,0
fireplace,0
fireplug,0
firepower,0
fireproof,-0.875
fireroom,0
fireside,0
firestone,-0.125
firestorm,0.25
firethorn,0
firetrap,0
firewall,0
firewater,0.25
fireweed,0
firewheel_tree,0
firewood,0
firework,0
firing,0.25
firing_chamber,0
firing_line,0.125
firing_mechanism,0
firing_off,0
firing_party,0
firing_pin,0
firing_range,0
firing_squad,0
firkin,0
firm,0.875
firm_omelet,0
firm_up,0
firmament,0
firmamental,0
firmer_chisel,0
firmiana,0
firmiana_simplex,0
firmly,0.5
firmness,0.5
firmness_of_purpose,0.5
firmware,0
first,0.625
first-aid_kit,0
first-aid_station,0.25
first-class,1
first-class_honours_degree,0.125
first-class_mail,0
first-come-first-serve,0
first-degree_burn,-0.5
first-nighter,-0.25
first-order_correlation,0.25
first-place_finish,0
first-rate,0.625
first-rater,1
first-string,0
first-year,0
first_aid,0.125
first_amendment,0
first_and_last,0
first_appearance,0
first_balcony,0
first_baron_beveridge,0
first_baron_kelvin,0
first_baron_lytton,0
first_baron_macaulay,0
first_baron_marks_of_broughton,0
first_baron_passfield,0
first_baron_rutherford,0
first_baron_rutherford_of_nelson,0
first_baron_tennyson,0.125
first_base,0
